#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 2  10.05 -0.77  0.46189 -1.296 3.635  4.886 11.60  0.038 0.00 19.611 22.258 21.426 20.284 19.547 18.945 18.132 17.501 17.377  0.462 
 2  10.05 -0.77  0.68484 -0.534 3.720  4.634 13.00  0.038 0.00 19.105 20.339 20.121 19.332 18.868 18.455 17.899 17.449 17.389  0.685 
 2  10.05 -0.77  0.69281 -0.503 3.724  4.626 13.10  0.038 0.94 18.542 19.831 19.588 18.783 18.310 17.889 17.319 16.856 16.794  0.693 
 2  10.05 -0.75  0.29314 -1.736 3.610  5.029  9.30  0.038 0.00 18.410 21.430 20.496 19.240 18.411 17.730 16.860 16.251 16.095  0.293 
 2  10.05 -0.75  0.42320 -1.398 3.628  4.922 10.70  0.038 0.00 18.965 21.732 20.862 19.685 18.919 18.297 17.467 16.834 16.702  0.423 
 2  10.05 -0.75  0.47248 -1.268 3.637  4.874 10.90  0.038 0.85 18.287 20.985 20.137 18.980 18.231 17.620 16.800 16.167 16.039  0.472 
 2  10.05 -0.75  0.41757 -1.412 3.627  4.927 11.90  0.038 0.83 19.654 22.482 21.597 20.400 19.619 18.982 18.144 17.517 17.378  0.418 
 2  10.05 -0.75  0.60338 -0.846 3.675  4.712 12.40  0.038 0.74 18.984 21.087 20.463 19.462 18.841 18.318 17.587 16.997 16.901  0.603 
 2  10.05 -0.75  0.63248 -0.736 3.691  4.684 12.70  0.038 0.00 19.309 21.013 20.556 19.650 19.110 18.644 17.995 17.465 17.389  0.632 
 2  10.05 -0.75  0.88118  0.424 3.782  4.032 13.00  0.038 0.00 16.711 17.264 17.351 16.829 16.491 16.175 15.782 15.466 15.435  0.881 
 2  10.05 -0.73  0.81524  0.006 3.779  4.405 12.90  0.038 0.00 17.656 18.225 18.322 17.778 17.432 17.110 16.712 16.390 16.357  0.815 
 2  10.05 -0.73  0.84168  0.145 3.787  4.313 13.40  0.038 0.00 17.807 18.322 18.431 17.921 17.590 17.282 16.904 16.599 16.570  0.842 
 2  10.05 -0.73  0.77976 -0.159 3.765  4.494 13.90  0.038 0.00 19.067 19.762 19.808 19.205 18.832 18.489 18.056 17.705 17.667  0.780 
 2  10.05 -0.71  0.28436 -1.765 3.608  5.035  7.70  0.036 0.00 16.883 19.944 18.996 17.730 16.892 16.202 15.325 14.718 14.560  0.284 
 2  10.05 -0.71  0.44102 -1.357 3.630  4.906  9.50  0.038 0.00 17.664 20.415 19.545 18.374 17.614 16.997 16.170 15.533 15.405  0.441 
 2  10.05 -0.71  0.27087 -1.807 3.605  5.045 10.00  0.038 0.00 19.288 22.388 21.430 20.153 19.306 18.606 17.722 17.118 16.956  0.271 
 2  10.05 -0.71  0.64860 -0.683 3.697  4.667 10.60  0.038 0.00 17.077 18.686 18.270 17.385 16.864 16.411 15.782 15.269 15.198  0.649 
 2  10.05 -0.71  0.28251 -1.771 3.608  5.036 10.90  0.038 0.92 19.425 22.520 21.564 20.288 19.442 18.744 17.861 17.256 17.095  0.283 
 2  10.05 -0.71  0.67055 -0.600 3.709  4.646 11.10  0.038 0.76 17.106 18.691 18.316 17.437 16.908 16.446 15.807 15.286 15.208  0.671 
 2  10.05 -0.71  0.79608 -0.092 3.770  4.458 11.80  0.038 0.00 16.800 17.444 17.510 16.930 16.568 16.233 15.815 15.476 15.440  0.796 
 2  10.05 -0.71  0.78655 -0.135 3.766  4.480 12.50  0.038 0.00 17.607 18.289 18.339 17.742 17.372 17.032 16.603 16.256 16.219  0.787 
 2  10.05 -0.71  0.83475  0.099 3.784  4.343 13.00  0.038 0.84 17.265 17.908 17.967 17.399 17.039 16.707 16.285 15.941 15.904  0.835 
 2  10.05 -0.69  0.86491  0.266 3.788  4.206 10.50  0.038 0.00 14.605 15.126 15.223 14.715 14.386 14.080 13.703 13.401 13.372  0.865 
 2  10.05 -0.69  0.46406 -1.297 3.634  4.883 11.50  0.038 0.00 19.514 22.214 21.356 20.202 19.455 18.849 18.029 17.391 17.268  0.464 
 2  10.05 -0.69  0.81574 -0.006 3.777  4.408 11.80  0.038 0.93 16.112 16.783 16.834 16.243 15.876 15.538 15.112 14.767 14.730  0.816 
 2  10.05 -0.69  0.64234 -0.710 3.693  4.672 12.80  0.038 0.00 19.345 21.036 20.579 19.676 19.141 18.679 18.035 17.508 17.435  0.642 
 2  10.05 -0.69  0.81060 -0.031 3.775  4.423 13.30  0.038 0.77 17.973 18.694 18.733 18.131 17.749 17.398 16.942 16.563 16.519  0.811 
 2  10.05 -0.69  0.83492  0.092 3.783  4.346 14.30  0.038 0.00 18.840 19.389 19.485 18.956 18.617 18.303 17.915 17.602 17.572  0.835 
 2  10.05 -0.69  0.75776 -0.263 3.753  4.536 14.50  0.038 0.84 19.617 20.615 20.526 19.816 19.384 18.996 18.477 18.051 17.997  0.758 
 2  10.05 -0.67  0.21625 -2.006 3.592  5.091 10.20  0.038 0.73 19.631 23.288 22.149 20.744 19.813 18.975 17.995 17.403 17.206  0.216 
 2  10.05 -0.67  0.46374 -1.301 3.633  4.883 10.30  0.038 0.00 18.324 21.046 20.179 19.019 18.268 17.659 16.836 16.196 16.072  0.464 
 2  10.05 -0.67  0.63967 -0.725 3.690  4.674 10.80  0.038 0.00 17.384 19.129 18.644 17.729 17.185 16.718 16.064 15.528 15.454  0.640 
 2  10.05 -0.67  0.61453 -0.819 3.677  4.698 10.90  0.038 0.72 17.440 19.546 18.914 17.914 17.294 16.774 16.044 15.454 15.360  0.615 
 2  10.05 -0.67  0.55051 -1.040 3.652  4.775 11.60  0.038 0.00 18.971 21.366 20.602 19.536 18.862 18.311 17.537 16.905 16.806  0.551 
 2  10.05 -0.67  0.68174 -0.569 3.712  4.635 11.80  0.038 0.86 17.598 19.174 18.792 17.918 17.394 16.939 16.307 15.787 15.714  0.682 
 2  10.05 -0.67  1.06037  0.099 3.783  4.339 11.90  0.038 0.79 16.424 16.979 17.070 16.538 16.198 15.883 15.495 15.182 15.151  0.837 
 2  10.05 -0.67  0.55450 -1.027 3.654  4.770 12.00  0.038 0.83 18.878 21.359 20.572 19.481 18.785 18.216 17.427 16.794 16.687  0.554 
 2  10.05 -0.65  0.39483 -1.479 3.620  4.941 10.10  0.038 0.00 18.569 21.482 20.562 19.345 18.547 17.897 17.046 16.413 16.274  0.395 
 2  10.05 -0.65  0.82906  0.031 3.778  4.383 10.40  0.038 0.00 15.094 15.684 15.764 15.210 14.862 14.540 14.141 13.818 13.786  0.829 
 2  10.05 -0.65  0.38688 -1.498 3.619  4.947 10.50  0.038 1.00 18.265 21.191 20.268 19.048 18.247 17.594 16.740 16.109 15.968  0.387 
 2  10.05 -0.65  0.54718 -1.056 3.650  4.780 11.80  0.038 0.00 19.211 21.651 20.867 19.791 19.108 18.552 17.770 17.133 17.032  0.547 
 2  10.05 -0.65  0.61960 -0.808 3.678  4.694 12.90  0.038 0.92 19.141 21.231 20.592 19.598 18.987 18.477 17.755 17.162 17.075  0.620 
 2  10.05 -0.63  0.22446 -1.984 3.590  5.080  8.20  0.037 0.00 17.930 21.366 20.284 18.927 18.024 17.253 16.320 15.728 15.549  0.224 
 2  10.05 -0.63  0.14885 -2.507 3.526  5.166  8.30  0.037 0.00 19.337 24.605 22.796 21.055 19.947 18.759 17.588 16.999 16.753  0.149 
 2  10.05 -0.63  0.20866 -2.049 3.586  5.097  9.70  0.038 0.88 19.017 22.745 21.551 20.126 19.186 18.352 17.378 16.794 16.597  0.209 
 2  10.05 -0.63  0.45607 -1.333 3.628  4.889 10.40  0.038 0.00 18.502 21.309 20.413 19.230 18.461 17.837 17.002 16.357 16.230  0.456 
 2  10.05 -0.63  0.95733  0.073 3.780  4.358 10.50  0.038 0.88 15.088 15.666 15.746 15.201 14.857 14.539 14.146 13.828 13.797  0.842 
 2  10.05 -0.63  0.37067 -1.541 3.616  4.958 10.60  0.038 0.93 18.544 21.539 20.598 19.358 18.540 17.869 17.005 16.381 16.234  0.371 
 2  10.05 -0.63  0.91064  0.481 3.755  3.884 10.70  0.038 0.00 14.267 15.074 15.046 14.410 14.022 13.667 13.209 12.839 12.798  0.911 
 2  10.05 -0.63  0.82811  0.005 3.775  4.399 10.90  0.038 0.71 15.537 16.240 16.282 15.689 15.311 14.965 14.515 14.140 14.096  0.828 
 2  10.05 -0.63  0.37581 -1.529 3.617  4.955 10.90  0.038 1.00 18.743 21.712 20.777 19.544 18.733 18.069 17.209 16.581 16.437  0.376 
 2  10.05 -0.63  0.88756  0.321 3.787  4.158 11.50  0.038 0.00 15.468 16.007 16.088 15.573 15.242 14.935 14.557 14.253 14.224  0.888 
 2  10.05 -0.63  0.71565 -0.459 3.726  4.600 11.80  0.038 0.00 17.718 18.912 18.701 17.923 17.470 17.068 16.529 16.091 16.036  0.716 
 2  10.05 -0.63  0.62559 -0.793 3.679  4.689 11.90  0.038 0.81 18.285 20.386 19.752 18.754 18.137 17.621 16.894 16.302 16.212  0.626 
 2  10.05 -0.63  0.75476 -0.306 3.744  4.546 12.40  0.038 0.00 17.936 18.879 18.797 18.100 17.686 17.314 16.828 16.435 16.388  0.755 
 2  10.05 -0.61  0.26525 -1.837 3.598  5.036 10.00  0.038 0.00 19.363 22.610 21.601 20.289 19.415 18.681 17.774 17.173 17.006  0.265 
 2  10.05 -0.61  0.91505  0.473 3.762  3.920 11.90  0.038 0.00 15.488 16.239 16.232 15.620 15.245 14.900 14.459 14.104 14.066  0.915 
 2  10.05 -0.61  0.75769 -0.307 3.744  4.545 12.40  0.038 0.00 17.937 18.895 18.803 18.101 17.686 17.312 16.825 16.430 16.383  0.758 
 2  10.05 -0.61  1.27657  0.882 3.702  3.277 12.70  0.038 0.73 15.265 16.790 16.421 15.542 15.047 14.604 13.985 13.480 13.421  0.930 
 2  10.05 -0.61  0.86061  0.138 3.784  4.315 12.90  0.038 0.00 17.325 17.883 17.965 17.433 17.095 16.783 16.399 16.089 16.059  0.861 
 2  10.05 -0.59  0.41828 -1.438 3.619  4.919  9.30  0.038 0.96 16.967 19.936 18.996 17.766 16.957 16.296 15.435 14.800 14.660  0.418 
 2  10.05 -0.59  0.35174 -1.600 3.610  4.972  9.40  0.038 0.92 17.504 20.589 19.624 18.358 17.519 16.826 15.945 15.329 15.176  0.352 
 2  10.05 -0.59  0.51793 -1.164 3.639  4.817  9.80  0.038 0.00 17.479 20.129 19.273 18.139 17.410 16.819 16.007 15.359 15.247  0.518 
 2  10.05 -0.59  0.45372 -1.349 3.625  4.889 10.50  0.038 0.00 18.643 21.518 20.598 19.397 18.613 17.979 17.133 16.484 16.354  0.454 
 2  10.05 -0.59  0.33994 -1.630 3.609  4.980 11.10  0.038 0.72 19.493 22.675 21.680 20.390 19.532 18.815 17.918 17.309 17.148  0.340 
 2  10.05 -0.59  0.45652 -1.342 3.625  4.886 11.30  0.038 0.00 19.424 22.290 21.372 20.174 19.392 18.759 17.915 17.266 17.136  0.457 
 2  10.05 -0.59  0.85913  0.109 3.782  4.336 11.70  0.038 0.00 16.197 16.772 16.847 16.306 15.964 15.649 15.260 14.947 14.916  0.859 
 2  10.05 -0.59  0.74439 -0.370 3.735  4.567 12.10  0.038 0.00 17.794 18.869 18.715 17.976 17.543 17.157 16.645 16.230 16.180  0.744 
 2  10.05 -0.59  0.69864 -0.543 3.713  4.622 12.20  0.038 0.89 17.879 19.466 19.065 18.189 17.668 17.218 16.590 16.073 16.004  0.699 
 2  10.05 -0.59  1.21782  0.441 3.774  3.999 12.30  0.038 0.75 15.967 16.604 16.645 16.082 15.728 15.402 14.992 14.663 14.630  0.916 
 2  10.05 -0.59  0.68583 -0.590 3.706  4.634 13.10  0.038 0.00 19.344 20.848 20.474 19.616 19.116 18.680 18.079 17.589 17.525  0.686 
 2  10.05 -0.59  0.87847  0.205 3.786  4.266 14.60  0.038 0.00 18.857 19.405 19.485 18.961 18.627 18.319 17.940 17.635 17.606  0.878 
 2  10.05 -0.57  0.20623 -2.075 3.580  5.096  9.10  0.038 0.76 18.666 22.612 21.363 19.898 18.928 18.020 16.998 16.415 16.204  0.206 
 2  10.05 -0.57  1.20339  0.421 3.777  4.034 11.60  0.038 0.76 15.317 15.930 15.978 15.426 15.078 14.758 14.357 14.036 14.004  0.918 
 2  10.05 -0.57  0.98715 -0.354 3.737  4.560 11.90  0.038 0.76 17.552 18.614 18.465 17.731 17.301 16.917 16.409 15.998 15.948  0.751 
 2  10.05 -0.57  0.81539 -0.100 3.765  4.455 12.20  0.038 0.00 17.220 17.951 17.963 17.348 16.974 16.634 16.202 15.854 15.817  0.815 
 2  10.05 -0.57  1.09308  0.410 3.780  4.055 12.70  0.038 0.84 16.446 17.044 17.096 16.553 16.209 15.893 15.497 15.181 15.150  0.916 
 2  10.05 -0.57  0.59851 -0.914 3.661  4.719 12.90  0.038 0.74 19.638 22.046 21.283 20.213 19.534 18.976 18.198 17.573 17.471  0.599 
 2  10.05 -0.55  0.20033 -2.104 3.577  5.100  8.50  0.037 0.79 18.120 22.148 20.868 19.386 18.406 17.477 16.443 15.863 15.648  0.200 
 2  10.05 -0.55  0.61945 -0.846 3.669  4.699 11.20  0.038 0.00 18.085 20.221 19.546 18.545 17.930 17.421 16.698 16.100 16.017  0.619 
 2  10.05 -0.55  0.83571 -0.029 3.771  4.418 11.40  0.038 0.94 15.712 16.460 16.462 15.841 15.463 15.120 14.684 14.330 14.292  0.836 
 2  10.05 -0.55  0.55359 -1.064 3.646  4.773 11.90  0.038 0.70 19.005 21.667 20.810 19.675 18.941 18.343 17.524 16.882 16.767  0.554 
 2  10.05 -0.55  0.58167 -0.975 3.654  4.740 11.90  0.038 0.00 19.106 21.508 20.729 19.664 18.993 18.448 17.675 17.040 16.946  0.582 
 2  10.05 -0.55  0.69621 -0.570 3.707  4.626 12.10  0.038 0.00 18.295 19.794 19.419 18.563 18.064 17.631 17.034 16.545 16.483  0.696 
 2  10.05 -0.55  1.04543 -0.225 3.751  4.510 12.80  0.038 0.75 18.133 19.009 18.952 18.278 17.878 17.517 17.051 16.674 16.631  0.787 
 2  10.05 -0.55  0.65928 -0.703 3.689  4.661 13.00  0.038 0.85 19.121 21.100 20.513 19.545 18.953 18.456 17.754 17.176 17.094  0.659 
 2  10.05 -0.55  0.91152  0.347 3.784  4.133 13.10  0.038 0.00 17.002 17.572 17.634 17.104 16.768 16.459 16.075 15.768 15.738  0.912 
 2  10.05 -0.53  0.43121 -1.421 3.616  4.905 10.40  0.038 0.00 18.723 21.727 20.770 19.535 18.721 18.054 17.187 16.547 16.408  0.431 
 2  10.05 -0.53  0.48493 -1.277 3.627  4.854 11.00  0.038 0.00 18.962 21.824 20.899 19.706 18.929 18.301 17.456 16.800 16.676  0.485 
 2  10.05 -0.53  0.61205 -0.880 3.664  4.707 11.20  0.038 0.79 17.806 20.185 19.428 18.366 17.695 17.145 16.373 15.747 15.649  0.612 
 2  10.05 -0.53  0.73238 -0.445 3.723  4.587 12.60  0.038 0.94 17.910 19.290 18.976 18.150 17.670 17.250 16.675 16.205 16.146  0.732 
 2  10.05 -0.53  0.86164  0.071 3.778  4.360 13.50  0.038 0.00 18.091 18.703 18.759 18.199 17.850 17.531 17.134 16.814 16.783  0.862 
 2  10.05 -0.51  0.28899 -1.795 3.593  5.014 10.70  0.038 0.71 19.521 23.018 21.917 20.553 19.641 18.846 17.899 17.309 17.126  0.289 
 2  10.05 -0.51  0.36862 -1.585 3.605  4.957 11.10  0.038 0.74 19.357 22.598 21.581 20.280 19.412 18.679 17.772 17.161 17.000  0.369 
 2  10.05 -0.51  0.62364 -0.846 3.668  4.697 11.70  0.038 0.00 18.585 20.755 20.063 19.054 18.432 17.921 17.193 16.590 16.507  0.624 
 2  10.05 -0.51  0.73678 -0.438 3.724  4.584 11.70  0.038 0.00 17.566 18.824 18.568 17.774 17.315 16.911 16.365 15.921 15.867  0.737 
 2  10.05 -0.51  1.00288 -0.284 3.743  4.532 13.10  0.038 0.78 18.579 19.569 19.450 18.740 18.323 17.950 17.461 17.065 17.020  0.778 
 2  10.05 -0.49  0.39311 -1.527 3.607  4.933  9.90  0.038 0.00 18.488 21.623 20.635 19.363 18.517 17.813 16.922 16.297 16.147  0.393 
 2  10.05 -0.49  0.28505 -1.814 3.591  5.016 10.40  0.038 0.82 19.151 22.679 21.566 20.196 19.280 18.477 17.526 16.936 16.754  0.285 
 2  10.05 -0.49  0.65828 -0.731 3.683  4.664 11.50  0.038 0.00 18.097 20.020 19.433 18.480 17.908 17.429 16.749 16.188 16.115  0.658 
 2  10.05 -0.49  0.47361 -1.318 3.621  4.864 11.90  0.038 0.81 19.464 22.483 21.518 20.282 19.466 18.796 17.924 17.282 17.144  0.474 
 2  10.05 -0.49  0.78528 -0.264 3.745  4.523 13.00  0.038 0.00 18.430 19.404 19.292 18.586 18.172 17.803 17.319 16.927 16.883  0.785 
 2  10.05 -0.49  0.93476  0.428 3.771  4.009 13.10  0.038 0.82 16.629 17.369 17.356 16.750 16.379 16.042 15.610 15.263 15.226  0.935 
 2  10.05 -0.49  0.79617 -0.222 3.750  4.507 13.40  0.038 0.00 18.725 19.631 19.554 18.870 18.466 18.104 17.634 17.255 17.213  0.796 
 2  10.05 -0.47  0.35051 -1.646 3.600  4.973 10.50  0.038 0.92 18.718 21.995 20.971 19.662 18.784 18.038 17.124 16.516 16.352  0.351 
 2  10.05 -0.47  0.38192 -1.562 3.604  4.943 11.00  0.038 0.00 19.676 22.856 21.857 20.575 19.718 18.999 18.100 17.479 17.326  0.382 
 2  10.05 -0.47  0.47907 -1.308 3.621  4.858 11.10  0.038 0.00 19.140 22.101 21.144 19.926 19.128 18.478 17.617 16.961 16.832  0.479 
 2  10.05 -0.47  0.63371 -0.825 3.669  4.689 11.60  0.038 0.00 18.433 20.595 19.900 18.894 18.276 17.768 17.043 16.444 16.363  0.634 
 2  10.05 -0.47  0.90759  0.253 3.782  4.216 12.10  0.038 0.00 16.238 16.840 16.885 16.337 15.995 15.683 15.295 14.985 14.954  0.908 
 2  10.05 -0.45  0.70492 -0.583 3.701  4.620 11.00  0.038 0.00 17.228 18.853 18.403 17.516 17.000 16.558 15.941 15.436 15.373  0.705 
 2  10.05 -0.43  0.69464 -0.629 3.694  4.631 12.50  0.038 0.80 18.517 20.449 19.879 18.921 18.339 17.850 17.160 16.594 16.514  0.695 
 2  10.05 -0.39  0.93114  0.397 3.760  3.995 10.90  0.038 0.00 14.678 15.512 15.444 14.801 14.418 14.073 13.629 13.273 13.235  0.931 
 2  10.05 -0.39  0.60898 -0.940 3.652  4.716 11.70  0.038 0.82 18.402 21.042 20.170 19.048 18.328 17.744 16.931 16.279 16.175  0.609 
 2  10.05 -0.39  0.63979 -0.834 3.665  4.685 12.00  0.038 0.00 18.855 21.122 20.376 19.345 18.708 18.191 17.452 16.840 16.758  0.640 
 2  10.05 -0.37  0.37270 -1.617 3.594  4.949 10.40  0.038 0.00 19.214 22.602 21.539 20.219 19.327 18.540 17.602 16.990 16.826  0.373 
 2  10.07 -1.05  0.51916 -1.091 3.658  4.823  9.70  0.038 0.00 17.197 19.372 18.735 17.712 17.072 16.531 15.786 15.191 15.084  0.519 
 2  10.07 -0.99  0.33218 -1.618 3.621  5.007 10.40  0.038 0.00 19.214 22.018 21.166 19.963 19.179 18.536 17.700 17.094 16.942  0.332 
 2  10.07 -0.99  0.57210 -0.914 3.675  4.757 11.60  0.038 0.00 18.654 20.541 20.017 19.066 18.488 17.990 17.293 16.728 16.638  0.572 
 2  10.07 -0.95  0.44967 -1.315 3.638  4.902 10.30  0.038 0.00 18.357 20.911 20.129 19.005 18.283 17.688 16.887 16.269 16.142  0.450 
 2  10.07 -0.93  0.16625 -2.315 3.559  5.156  9.00  0.038 0.00 19.557 23.985 22.439 20.841 19.832 18.925 17.893 17.303 17.082  0.166 
 2  10.07 -0.93  0.68392 -0.494 3.730  4.635 12.20  0.038 0.00 18.205 19.250 19.146 18.410 17.972 17.572 17.047 16.623 16.566  0.684 
 2  10.07 -0.91  0.41398 -1.408 3.631  4.932  9.70  0.038 0.86 17.415 20.142 19.304 18.129 17.367 16.742 15.917 15.300 15.159  0.414 
 2  10.07 -0.91  0.68177 -0.507 3.728  4.637 12.20  0.038 0.70 18.052 19.264 19.098 18.315 17.839 17.410 16.832 16.363 16.290  0.682 
 2  10.07 -0.91  0.63143 -0.704 3.700  4.689 12.50  0.038 0.00 19.031 20.525 20.185 19.325 18.818 18.368 17.752 17.252 17.178  0.631 
 2  10.07 -0.89  0.36660 -1.534 3.624  4.978  8.50  0.037 0.83 16.536 19.378 18.505 17.296 16.506 15.860 15.018 14.405 14.256  0.367 
 2  10.07 -0.89  0.45335 -1.309 3.637  4.897  9.40  0.038 0.83 16.909 19.563 18.745 17.593 16.849 16.238 15.424 14.802 14.669  0.453 
 2  10.07 -0.89  0.22371 -1.962 3.598  5.090  9.80  0.038 0.00 19.476 22.655 21.683 20.373 19.507 18.793 17.896 17.304 17.130  0.224 
 2  10.07 -0.89  0.37894 -1.501 3.625  4.965  9.90  0.038 0.71 17.984 20.830 19.957 18.747 17.956 17.308 16.464 15.851 15.701  0.379 
 2  10.07 -0.89  0.36338 -1.543 3.623  4.981 10.70  0.038 1.00 18.578 21.377 20.515 19.319 18.540 17.903 17.069 16.453 16.307  0.363 
 2  10.07 -0.89  0.49952 -1.174 3.647  4.844 11.40  0.038 0.76 18.684 21.206 20.430 19.319 18.605 18.017 17.220 16.599 16.475  0.500 
 2  10.07 -0.89  0.66293 -0.585 3.716  4.656 12.40  0.038 0.00 18.634 19.889 19.672 18.875 18.406 17.984 17.417 16.959 16.894  0.663 
 2  10.07 -0.87  0.19034 -2.127 3.583  5.122  7.90  0.036 0.00 17.987 21.607 20.446 19.030 18.101 17.317 16.365 15.782 15.589  0.190 
 2  10.07 -0.87  0.44565 -1.332 3.635  4.904 10.00  0.038 0.00 18.099 20.722 19.910 18.769 18.034 17.431 16.621 15.997 15.868  0.446 
 2  10.07 -0.87  0.81626  0.094 3.788  4.355 10.10  0.038 0.99 13.928 14.421 14.557 14.054 13.723 13.412 13.031 12.723 12.694  0.816 
 2  10.07 -0.87  0.32678 -1.638 3.618  5.009 10.90  0.038 0.76 19.263 22.215 21.311 20.069 19.253 18.583 17.723 17.117 16.960  0.327 
 2  10.07 -0.87  0.54544 -1.025 3.660  4.785 12.30  0.038 0.00 19.634 21.836 21.170 20.146 19.506 18.971 18.224 17.620 17.521  0.545 
 2  10.07 -0.85  0.35114 -1.578 3.621  4.992 10.10  0.038 0.00 18.815 21.656 20.778 19.571 18.782 18.138 17.298 16.683 16.536  0.351 
 2  10.07 -0.85  0.72482 -0.346 3.747  4.578 10.70  0.038 0.00 16.334 17.186 17.172 16.503 16.097 15.725 15.246 14.859 14.811  0.725 
 2  10.07 -0.85  0.54017 -1.045 3.657  4.791 11.70  0.038 0.00 19.084 21.334 20.646 19.611 18.962 18.421 17.667 17.057 16.956  0.540 
 2  10.07 -0.85  0.98069  0.095 3.788  4.352 13.20  0.038 0.83 17.731 18.223 18.356 17.854 17.525 17.215 16.836 16.529 16.500  0.818 
 2  10.07 -0.83  0.19452 -2.100 3.586  5.117  9.80  0.038 0.77 19.431 23.252 22.042 20.587 19.635 18.781 17.785 17.196 16.993  0.195 
 2  10.07 -0.83  0.29647 -1.719 3.613  5.025 10.60  0.038 0.00 19.668 22.637 21.724 20.479 19.660 18.988 18.126 17.519 17.363  0.296 
 2  10.07 -0.83  0.49197 -1.203 3.643  4.852 10.90  0.038 0.00 18.676 21.174 20.395 19.294 18.590 18.012 17.220 16.594 16.478  0.492 
 2  10.07 -0.83  0.79770 -0.022 3.779  4.425 11.10  0.038 0.96 15.354 15.951 16.049 15.490 15.134 14.802 14.388 14.053 14.018  0.798 
 2  10.07 -0.83  0.67143 -0.565 3.717  4.645 12.90  0.038 0.85 18.698 20.140 19.840 18.997 18.490 18.043 17.429 16.927 16.854  0.671 
 2  10.07 -0.83  0.88319  0.837 3.710  3.332 13.00  0.038 0.00 15.678 17.001 16.754 15.936 15.463 15.030 14.436 13.951 13.892  0.883 
 2  10.07 -0.83  0.70829 -0.419 3.738  4.603 13.10  0.038 0.00 18.917 19.898 19.817 19.104 18.679 18.292 17.787 17.378 17.326  0.708 
 2  10.07 -0.81  0.13421 -2.614 3.522  5.214  6.40  0.030 0.83 17.181 22.962 20.882 19.035 17.872 16.616 15.407 14.811 14.581  0.134 
 2  10.07 -0.81  0.56335 -0.972 3.664  4.761  9.10  0.038 0.71 15.986 18.265 17.576 16.530 15.871 15.321 14.560 13.953 13.846  0.563 
 2  10.07 -0.81  0.19278 -2.114 3.584  5.118  9.20  0.038 0.00 19.255 22.855 21.704 20.298 19.372 18.585 17.634 17.050 16.859  0.193 
 2  10.07 -0.81  0.39540 -1.463 3.626  4.946  9.40  0.038 0.00 17.827 20.617 19.748 18.560 17.786 17.155 16.322 15.695 15.556  0.395 
 2  10.07 -0.79  0.41341 -1.418 3.628  4.930  9.70  0.038 0.00 18.016 20.778 19.915 18.736 17.970 17.346 16.517 15.888 15.753  0.413 
 2  10.07 -0.79  0.55752 -0.995 3.660  4.768 10.60  0.038 0.00 17.858 20.072 19.393 18.368 17.728 17.196 16.450 15.843 15.747  0.558 
 2  10.07 -0.79  0.38633 -1.488 3.624  4.956 10.70  0.038 0.85 18.614 21.475 20.585 19.376 18.585 17.939 17.096 16.475 16.330  0.386 
 2  10.07 -0.79  0.79635 -0.043 3.776  4.433 11.00  0.038 0.00 15.876 16.449 16.554 16.005 15.654 15.328 14.923 14.595 14.562  0.796 
 2  10.07 -0.79  0.47327 -1.260 3.638  4.873 11.60  0.038 0.00 19.521 22.114 21.301 20.173 19.449 18.856 18.051 17.421 17.300  0.473 
 2  10.07 -0.79  0.73670 -0.311 3.750  4.560 11.90  0.038 0.00 17.447 18.283 18.271 17.608 17.207 16.839 16.367 15.985 15.939  0.737 
 2  10.07 -0.79  0.83470  0.168 3.789  4.294 12.00  0.038 0.00 16.350 16.844 16.966 16.467 16.140 15.834 15.460 15.158 15.130  0.835 
 2  10.07 -0.79  0.65805 -0.625 3.708  4.658 12.20  0.038 0.00 18.532 19.948 19.638 18.800 18.308 17.873 17.279 16.796 16.729  0.658 
 2  10.07 -0.79  0.64973 -0.657 3.703  4.666 12.40  0.038 0.00 18.812 20.298 19.952 19.095 18.593 18.150 17.541 17.047 16.977  0.650 
 2  10.07 -0.79  0.74127 -0.292 3.752  4.553 12.70  0.038 0.00 18.199 19.011 19.011 18.357 17.960 17.596 17.129 16.752 16.707  0.741 
 2  10.07 -0.79  0.60798 -0.817 3.680  4.706 12.70  0.038 0.74 19.221 21.227 20.653 19.674 19.069 18.556 17.840 17.262 17.168  0.608 
 2  10.07 -0.79  1.08188 -0.054 3.775  4.439 13.00  0.038 0.73 17.904 18.482 18.586 18.033 17.681 17.353 16.946 16.616 16.582  0.794 
 2  10.07 -0.77  0.23670 -1.919 3.599  5.074  9.70  0.038 0.00 19.267 22.451 21.473 20.168 19.302 18.584 17.686 17.090 16.920  0.237 
 2  10.07 -0.77  0.54807 -1.031 3.656  4.779 10.70  0.038 0.00 18.047 20.340 19.627 18.583 17.927 17.385 16.626 16.009 15.909  0.548 
 2  10.07 -0.77  0.36218 -1.553 3.621  4.980 10.80  0.038 0.00 19.453 22.321 21.428 20.217 19.424 18.778 17.934 17.313 17.169  0.362 
 2  10.07 -0.77  0.75468 -0.240 3.757  4.529 11.30  0.038 0.00 16.669 17.432 17.452 16.819 16.432 16.076 15.623 15.257 15.215  0.755 
 2  10.07 -0.77  0.84686  0.235 3.790  4.235 11.60  0.038 0.00 15.782 16.278 16.393 15.897 15.571 15.266 14.893 14.592 14.564  0.847 
