#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.77  0.01  0.42159 -1.562 3.581  4.895  8.90  0.038 0.00 17.574 21.289 20.169 18.849 17.905 16.917 15.884 15.279 15.105  0.422 
 1   9.77  0.19  0.18231 -2.372 3.517  5.083  8.70  0.037 0.00 19.400 24.474 22.995 21.416 20.270 18.869 17.581 17.034 16.777  0.182 
 1   9.79 -0.61  0.68690 -0.643 3.700  4.664  9.00  0.038 0.00 15.379 16.972 16.553 15.673 15.157 14.711 14.091 13.584 13.517  0.687 
 1   9.79 -0.61  0.44034 -1.390 3.623  4.911  9.10  0.038 0.00 17.345 20.232 19.312 18.106 17.317 16.677 15.830 15.187 15.054  0.440 
 1   9.79 -0.51  0.21275 -2.077 3.576  5.094  6.80  0.032 0.87 16.204 20.174 18.891 17.418 16.447 15.546 14.536 13.959 13.748  0.213 
 1   9.79 -0.45  0.18107 -2.287 3.549  5.126  8.30  0.037 0.89 18.207 22.950 21.375 19.754 18.704 17.604 16.486 15.905 15.660  0.181 
 1   9.79 -0.45  0.63290 -0.876 3.663  4.712  9.40  0.038 0.00 16.359 18.647 17.900 16.864 16.221 15.697 14.950 14.334 14.248  0.633 
 1   9.79 -0.45  0.81964 -0.283 3.745  4.561 10.30  0.038 0.00 15.776 16.762 16.639 15.930 15.515 15.147 14.664 14.274 14.230  0.820 
 1   9.79 -0.43  0.33143 -1.721 3.593  4.996  9.50  0.038 0.84 17.988 21.471 20.376 19.025 18.117 17.314 16.366 15.770 15.593  0.331 
 1   9.79 -0.41  0.37985 -1.597 3.598  4.952 10.20  0.038 0.00 18.963 22.255 21.224 19.919 19.042 18.286 17.366 16.750 16.591  0.380 
 1   9.79 -0.35  1.09283  0.589 3.792  4.002 14.10  0.038 0.00 17.397 17.960 17.986 17.473 17.151 16.858 16.498 16.214 16.186  1.093 
 1   9.79 -0.29  0.58497 -1.070 3.635  4.761  9.80  0.038 0.80 16.827 19.761 18.792 17.597 16.816 16.168 15.308 14.645 14.527  0.585 
 1   9.79 -0.23  0.46226 -1.419 3.602  4.875  9.90  0.038 0.00 18.218 21.500 20.458 19.177 18.311 17.551 16.625 15.978 15.835  0.462 
 1   9.79 -0.17  0.17229 -2.398 3.526  5.120  8.20  0.037 0.00 18.964 23.936 22.402 20.797 19.691 18.398 17.180 16.618 16.367  0.172 
 1   9.79 -0.17  0.82408 -0.387 3.721  4.570 11.30  0.038 0.82 16.708 18.339 17.884 16.999 16.477 16.039 15.424 14.916 14.853  0.824 
 1   9.79 -0.13  0.29065 -1.891 3.567  5.006  9.50  0.038 0.00 18.998 23.003 21.767 20.354 19.377 18.353 17.297 16.714 16.508  0.291 
 1   9.79 -0.13  0.75003 -0.627 3.684  4.624 10.50  0.038 0.00 16.838 18.880 18.198 17.216 16.633 16.160 15.485 14.930 14.863  0.750 
 1   9.79 -0.13  0.47580 -1.404 3.599  4.862 10.60  0.038 0.00 18.879 22.231 21.167 19.884 19.007 18.216 17.273 16.620 16.479  0.476 
 1   9.79 -0.11  0.14593 -2.602 3.500  5.149  8.20  0.037 0.94 18.815 24.546 22.818 21.112 19.869 18.339 16.957 16.407 16.139  0.146 
 1   9.79 -0.09  0.17776 -2.370 3.526  5.109  8.50  0.037 0.00 19.195 24.104 22.619 21.042 19.938 18.630 17.406 16.847 16.597  0.178 
 1   9.79 -0.07  0.30762 -1.854 3.566  4.991  9.90  0.038 0.86 18.696 22.783 21.532 20.112 19.125 18.059 16.984 16.401 16.189  0.308 
 1   9.79 -0.07  0.54809 -1.226 3.612  4.799 11.20  0.038 0.71 18.681 22.019 20.943 19.675 18.814 18.025 17.080 16.424 16.285  0.548 
 1   9.79 -0.07  1.06665  0.302 3.778  4.222 11.40  0.038 0.94 14.867 15.635 15.560 14.945 14.584 14.269 13.872 13.558 13.525  1.067 
 1   9.79 -0.03  0.39517 -1.623 3.578  4.917  9.20  0.038 0.00 18.027 21.787 20.654 19.318 18.366 17.368 16.331 15.736 15.555  0.395 
 1   9.79  0.01  1.66558  1.404 3.661  2.698  9.30  0.038 0.71 10.559 13.153 12.197 11.043 10.418  9.898  9.127  8.509  8.429  1.190 
 1   9.79  0.03  0.45938 -1.473 3.588  4.870 10.20  0.038 0.00 18.653 22.257 21.155 19.855 18.932 17.998 16.987 16.360 16.200  0.459 
 1   9.79  0.05  1.17902  0.646 3.687  3.556 10.00  0.038 0.00 13.154 15.232 14.517 13.499 12.936 12.472 11.801 11.263 11.197  1.179 
 1   9.79  0.05  0.90386 -0.240 3.731  4.504 10.20  0.038 0.00 15.570 16.939 16.561 15.742 15.281 14.898 14.376 13.961 13.914  0.904 
 1   9.79  0.07  0.52952 -1.299 3.602  4.813 10.50  0.038 0.95 17.839 21.260 20.175 18.907 18.025 17.188 16.218 15.547 15.413  0.530 
 1   9.79  0.11  0.26776 -1.991 3.549  5.000 10.00  0.038 0.73 19.283 23.782 22.431 20.941 19.899 18.687 17.529 16.959 16.719  0.268 
 1   9.79  0.19  0.32590 -1.836 3.557  4.961  9.10  0.038 0.00 18.459 22.677 21.410 19.986 18.980 17.840 16.727 16.144 15.924  0.326 
 1   9.81 -0.45  1.07482  0.633 3.780  3.904 10.00  0.038 0.00 13.188 13.810 13.829 13.282 12.941 12.629 12.238 11.927 11.896  1.075 
 1   9.81 -0.43  0.73176 -0.564 3.704  4.629 10.50  0.038 0.94 16.100 17.824 17.329 16.420 15.884 15.430 14.792 14.267 14.200  0.732 
 1   9.81 -0.39  0.66348 -0.796 3.670  4.684  9.30  0.038 0.00 16.061 18.240 17.528 16.517 15.899 15.394 14.672 14.074 13.995  0.663 
 1   9.81 -0.37  0.23810 -2.017 3.571  5.061  9.50  0.038 0.00 19.313 23.245 21.994 20.554 19.586 18.656 17.639 17.060 16.855  0.238 
 1   9.81 -0.37  0.56649 -1.099 3.635  4.776 10.10  0.038 0.00 17.616 20.406 19.479 18.316 17.566 16.961 16.128 15.463 15.355  0.566 
 1   9.81 -0.37  0.43488 -1.461 3.604  4.899 10.20  0.038 0.00 18.623 21.835 20.819 19.540 18.683 17.952 17.043 16.408 16.261  0.435 
 1   9.81 -0.35  0.40481 -1.539 3.597  4.920  9.00  0.038 0.00 17.618 20.941 19.897 18.594 17.714 16.945 16.016 15.392 15.236  0.405 
 1   9.81 -0.35  0.42193 -1.497 3.600  4.908  9.40  0.038 0.00 17.912 21.171 20.145 18.856 17.988 17.239 16.321 15.690 15.539  0.422 
 1   9.81 -0.35  0.43659 -1.461 3.603  4.897 10.80  0.038 0.00 19.222 22.449 21.429 20.148 19.288 18.551 17.639 17.003 16.856  0.437 
 1   9.81 -0.33  0.20926 -2.135 3.562  5.086  9.40  0.038 0.71 19.161 23.575 22.180 20.656 19.631 18.550 17.437 16.860 16.629  0.209 
 1   9.81 -0.33  0.67794 -0.774 3.671  4.673 10.50  0.038 0.00 17.204 19.398 18.672 17.658 17.039 16.535 15.815 15.219 15.141  0.678 
 1   9.81 -0.33  0.65502 -0.845 3.662  4.694 10.90  0.038 0.00 17.783 20.129 19.344 18.295 17.644 17.119 16.369 15.749 15.665  0.655 
 1   9.81 -0.33  0.53336 -1.202 3.624  4.810 11.40  0.038 0.92 18.558 21.590 20.597 19.371 18.565 17.899 17.025 16.359 16.234  0.533 
 1   9.81 -0.27  0.21546 -2.121 3.560  5.077  7.70  0.036 0.71 17.406 21.852 20.456 18.934 17.905 16.797 15.675 15.100 14.867  0.215 
 1   9.81 -0.27  0.55443 -1.157 3.626  4.789  9.60  0.038 0.00 17.263 20.238 19.244 18.038 17.251 16.610 15.748 15.068 14.953  0.554 
 1   9.81 -0.27  0.49666 -1.320 3.611  4.845  9.80  0.038 0.00 17.869 21.024 20.003 18.751 17.916 17.207 16.308 15.649 15.517  0.497 
 1   9.81 -0.23  0.82788 -0.343 3.729  4.562 10.80  0.038 0.00 16.428 17.713 17.411 16.613 16.158 15.767 15.239 14.813 14.764  0.828 
 1   9.81 -0.23  0.51597 -1.275 3.614  4.827 10.90  0.038 0.00 18.857 21.997 20.971 19.726 18.899 18.198 17.302 16.636 16.508  0.516 
 1   9.81 -0.19  0.44407 -1.472 3.596  4.887  8.80  0.037 0.00 17.250 20.649 19.580 18.281 17.393 16.584 15.634 14.998 14.846  0.444 
 1   9.81 -0.19  0.37665 -1.647 3.584  4.944 10.20  0.038 0.00 19.088 22.717 21.593 20.250 19.321 18.423 17.431 16.828 16.652  0.377 
 1   9.81 -0.19  0.43425 -1.495 3.594  4.894 10.60  0.038 0.94 18.431 21.910 20.823 19.510 18.607 17.766 16.800 16.176 16.016  0.434 
 1   9.81 -0.17  0.30869 -1.833 3.572  4.996 10.40  0.038 0.82 19.190 23.159 21.930 20.517 19.544 18.540 17.494 16.911 16.706  0.309 
 1   9.81 -0.13  0.55007 -1.204 3.617  4.795  9.60  0.038 0.87 16.845 20.063 19.013 17.759 16.918 16.187 15.273 14.603 14.475  0.550 
 1   9.81 -0.13  0.32738 -1.793 3.573  4.984 10.40  0.038 0.00 19.651 23.503 22.322 20.944 19.982 18.993 17.958 17.373 17.178  0.327 
 1   9.81 -0.13  0.35310 -1.726 3.577  4.967 10.90  0.038 0.92 19.318 23.125 21.959 20.590 19.634 18.658 17.629 17.041 16.851  0.353 
 1   9.81 -0.13  0.74708 -0.633 3.684  4.625 11.50  0.038 0.91 17.318 19.536 18.787 17.766 17.145 16.646 15.930 15.339 15.264  0.747 
 1   9.81 -0.11  0.93966 -0.064 3.757  4.447  8.20  0.037 0.00 13.129 14.092 13.936 13.243 12.843 12.499 12.050 11.693 11.654  0.940 
 1   9.81 -0.09  0.27324 -1.950 3.561  5.015  8.50  0.037 0.00 18.145 22.280 21.008 19.573 18.581 17.511 16.432 15.851 15.635  0.273 
 1   9.81 -0.03  0.60583 -1.081 3.625  4.748  8.90  0.038 0.00 16.373 19.455 18.397 17.177 16.381 15.726 14.847 14.149 14.041  0.606 
 1   9.81 -0.01  0.95782 -0.032 3.755  4.416  9.30  0.038 0.92 13.661 14.798 14.547 13.798 13.372 13.011 12.529 12.143 12.101  0.958 
 1   9.81 -0.01  1.12251  0.495 3.768  4.009 11.00  0.038 0.00 14.532 15.404 15.267 14.617 14.242 13.916 13.498 13.170 13.135  1.123 
 1   9.81 -0.01  0.65894 -0.938 3.640  4.701 11.10  0.038 0.00 18.214 21.073 20.069 18.904 18.159 17.561 16.728 16.051 15.956  0.659 
 1   9.81  0.01  0.38884 -1.641 3.575  4.916  9.80  0.038 0.00 18.672 22.488 21.352 20.016 19.053 18.016 16.961 16.373 16.187  0.389 
 1   9.83 -0.57  0.35598 -1.604 3.609  4.974 10.50  0.038 0.00 19.279 22.366 21.398 20.133 19.294 18.601 17.721 17.102 16.950  0.356 
 1   9.83 -0.53  0.40058 -1.506 3.611  4.935 10.60  0.038 0.00 19.135 22.209 21.238 19.981 19.148 18.461 17.581 16.953 16.807  0.401 
 1   9.83 -0.47  0.95007  0.142 3.790  4.380  9.30  0.038 0.00 13.714 14.250 14.326 13.807 13.479 13.179 12.813 12.519 12.492  0.950 
 1   9.83 -0.47  0.41807 -1.478 3.609  4.918 10.10  0.038 0.00 18.566 21.684 20.697 19.432 18.592 17.893 17.005 16.373 16.227  0.418 
 1   9.83 -0.43  0.57617 -1.052 3.642  4.764  6.60  0.031 0.96 13.331 16.024 15.132 13.993 13.260 12.670 11.853 11.194 11.089  0.576 
 1   9.83 -0.37  0.61287 -0.963 3.649  4.731 11.60  0.038 0.83 18.338 21.030 20.137 19.002 18.272 17.680 16.860 16.203 16.098  0.613 
 1   9.83 -0.35  0.12840 -2.730 3.496  5.206  8.40  0.037 0.91 19.361 25.564 23.538 21.710 20.426 18.882 17.508 16.935 16.674  0.128 
 1   9.83 -0.35  0.84837 -0.213 3.750  4.527 11.90  0.038 0.00 17.201 18.153 18.035 17.339 16.932 16.574 16.107 15.731 15.689  0.848 
 1   9.83 -0.33  0.34536 -1.712 3.587  4.984  6.80  0.032 0.00 15.851 19.378 18.271 16.925 16.011 15.176 14.215 13.615 13.440  0.345 
 1   9.83 -0.33  0.43048 -1.478 3.601  4.900  9.40  0.038 0.93 17.202 20.510 19.469 18.172 17.296 16.530 15.603 14.975 14.821  0.430 
 1   9.83 -0.31  0.84416 -0.249 3.744  4.537 12.60  0.038 0.86 17.606 18.837 18.587 17.809 17.352 16.957 16.420 15.980 15.927  0.844 
 1   9.83 -0.25  1.12769  0.718 3.698  3.512  9.90  0.038 0.00 12.874 14.605 14.093 13.160 12.644 12.200 11.570 11.061 11.001  1.128 
 1   9.83 -0.25  0.53586 -1.213 3.620  4.807 10.00  0.038 0.00 17.803 20.860 19.849 18.623 17.816 17.147 16.269 15.594 15.473  0.536 
 1   9.83 -0.25  0.85710 -0.240 3.743  4.529 10.60  0.038 0.00 15.969 17.057 16.858 16.120 15.695 15.327 14.838 14.446 14.402  0.857 
 1   9.83 -0.25  0.49848 -1.318 3.611  4.843 11.30  0.038 0.00 19.366 22.536 21.510 20.255 19.418 18.704 17.802 17.142 17.009  0.498 
 1   9.83 -0.23  0.34055 -1.741 3.581  4.981  9.30  0.038 0.00 18.423 22.106 20.962 19.599 18.662 17.757 16.761 16.167 15.984  0.341 
 1   9.83 -0.19  0.42589 -1.515 3.593  4.899  8.30  0.037 0.00 16.858 20.323 19.239 17.928 17.028 16.192 15.229 14.603 14.445  0.426 
 1   9.83 -0.19  0.33026 -1.774 3.577  4.985  8.60  0.037 0.00 17.805 21.569 20.407 19.036 18.085 17.142 16.127 15.539 15.350  0.330 
 1   9.83 -0.17  0.33210 -1.773 3.576  4.983  9.20  0.038 0.00 18.402 22.184 21.020 19.649 18.696 17.739 16.719 16.132 15.942  0.332 
 1   9.83 -0.17  0.45354 -1.452 3.597  4.879 10.70  0.038 0.00 19.099 22.488 21.420 20.126 19.240 18.434 17.485 16.845 16.696  0.454 
 1   9.83 -0.17  1.13840  0.529 3.715  3.773 11.10  0.038 0.81 14.315 15.685 15.343 14.518 14.053 13.652 13.101 12.657 12.606  1.138 
 1   9.83 -0.17  0.80021 -0.449 3.712  4.582 11.30  0.038 0.00 17.192 18.770 18.314 17.439 16.938 16.517 15.934 15.460 15.404  0.800 
 1   9.83 -0.15  0.28163 -1.914 3.566  5.012  9.70  0.038 0.00 19.254 23.273 22.028 20.608 19.630 18.609 17.554 16.971 16.764  0.282 
 1   9.83 -0.15  0.54659 -1.208 3.617  4.798 11.50  0.038 0.00 19.290 22.423 21.384 20.147 19.328 18.635 17.742 17.063 16.942  0.547 
 1   9.83 -0.13  0.48132 -1.387 3.601  4.856  9.30  0.038 0.00 17.538 20.868 19.808 18.528 17.656 16.876 15.937 15.281 15.141  0.481 
 1   9.83 -0.11  0.27720 -1.934 3.563  5.013 10.60  0.038 0.90 19.555 23.705 22.423 20.981 19.988 18.921 17.843 17.262 17.045  0.277 
 1   9.83 -0.09  0.57714 -1.141 3.621  4.771 10.10  0.038 0.84 17.235 20.428 19.374 18.129 17.298 16.581 15.672 14.994 14.871  0.577 
 1   9.83 -0.07  0.54985 -1.219 3.613  4.796  8.80  0.037 0.00 16.618 19.826 18.765 17.518 16.684 15.964 15.054 14.373 14.251  0.550 
 1   9.83 -0.07  0.77932 -0.553 3.693  4.600  9.60  0.038 0.00 15.753 17.677 17.042 16.086 15.526 15.071 14.425 13.897 13.834  0.779 
 1   9.83 -0.05  0.19937 -2.221 3.543  5.075  9.10  0.038 0.00 19.423 23.976 22.588 21.075 20.027 18.826 17.672 17.103 16.862  0.199 
 1   9.83 -0.03  0.74114 -0.685 3.673  4.629 10.10  0.038 0.00 16.582 18.873 18.069 17.032 16.404 15.906 15.188 14.596 14.524  0.741 
 1   9.83  0.03  0.57347 -1.178 3.614  4.776  8.80  0.037 0.79 16.080 19.428 18.343 17.083 16.224 15.428 14.478 13.811 13.678  0.573 
 1   9.83  0.03  0.73432 -0.726 3.664  4.632 10.00  0.038 0.00 16.585 19.055 18.174 17.097 16.436 15.914 15.165 14.548 14.470  0.734 
 1   9.83  0.09  0.61121 -1.085 3.622  4.742 11.30  0.038 0.00 18.782 21.950 20.865 19.638 18.828 18.136 17.238 16.538 16.429  0.611 
 1   9.85 -0.63  0.39460 -1.493 3.618  4.946 11.00  0.038 0.94 18.813 21.775 20.842 19.611 18.802 18.140 17.281 16.652 16.509  0.395 
 1   9.85 -0.53  0.47644 -1.312 3.624  4.871 11.30  0.038 0.00 19.350 22.252 21.317 20.112 19.324 18.687 17.837 17.183 17.055  0.476 
 1   9.85 -0.51  0.21176 -2.079 3.576  5.094  9.70  0.038 0.00 19.667 23.450 22.240 20.807 19.855 18.999 18.014 17.438 17.238  0.212 
 1   9.85 -0.47  0.49411 -1.279 3.624  4.851  9.20  0.038 0.75 16.745 19.757 18.791 17.559 16.746 16.078 15.207 14.562 14.426  0.494 
 1   9.85 -0.47  0.75579 -0.461 3.720  4.604 10.20  0.038 0.00 16.124 17.450 17.154 16.343 15.874 15.465 14.908 14.455 14.400  0.756 
 1   9.85 -0.43  0.48000 -1.327 3.618  4.863 10.70  0.038 0.00 18.787 21.809 20.834 19.602 18.791 18.123 17.252 16.598 16.467  0.480 
 1   9.85 -0.41  0.23972 -1.998 3.574  5.059 10.00  0.038 0.76 19.314 23.347 22.062 20.593 19.614 18.666 17.633 17.055 16.840  0.240 
 1   9.85 -0.41  0.30927 -1.782 3.588  5.006 10.30  0.038 0.00 19.525 23.047 21.938 20.582 19.668 18.852 17.898 17.302 17.124  0.309 
 1   9.85 -0.41  0.54601 -1.143 3.633  4.794 11.60  0.038 0.00 19.227 22.043 21.114 19.942 19.184 18.571 17.734 17.069 16.957  0.546 
 1   9.85 -0.37  0.48306 -1.333 3.614  4.857 10.10  0.038 0.97 17.504 20.613 19.614 18.364 17.534 16.839 15.950 15.300 15.164  0.483 
 1   9.85 -0.35  0.37918 -1.611 3.594  4.948  7.50  0.035 0.00 16.296 19.697 18.630 17.309 16.416 15.622 14.681 14.069 13.904  0.379 
 1   9.85 -0.35  0.50247 -1.284 3.617  4.839 10.40  0.038 1.00 17.632 20.688 19.695 18.461 17.647 16.971 16.093 15.432 15.303  0.502 
 1   9.85 -0.35  0.57226 -1.085 3.636  4.769 11.30  0.038 0.00 18.782 21.570 20.640 19.479 18.731 18.127 17.295 16.629 16.522  0.572 
 1   9.85 -0.33  0.52082 -1.236 3.621  4.821  9.00  0.038 0.00 16.860 19.876 18.885 17.663 16.862 16.202 15.331 14.662 14.539  0.521 
 1   9.85 -0.33  0.32054 -1.774 3.584  4.998  9.10  0.038 0.75 17.810 21.545 20.372 18.981 18.039 17.147 16.152 15.564 15.372  0.321 
 1   9.85 -0.33  0.72835 -0.606 3.694  4.630  9.50  0.038 0.00 15.785 17.574 17.032 16.107 15.565 15.111 14.471 13.946 13.881  0.728 
 1   9.85 -0.31  0.19362 -2.220 3.552  5.100  9.60  0.038 0.95 19.254 23.785 22.317 20.760 19.731 18.641 17.538 16.960 16.721  0.194 
 1   9.85 -0.31  0.43818 -1.463 3.601  4.894  9.80  0.038 0.00 18.227 21.488 20.458 19.174 18.307 17.557 16.637 15.999 15.852  0.438 
 1   9.85 -0.27  0.31592 -1.796 3.579  4.997 10.20  0.038 0.84 18.869 22.663 21.478 20.085 19.133 18.207 17.197 16.611 16.418  0.316 
 1   9.85 -0.25  0.47163 -1.388 3.605  4.866  8.50  0.037 0.00 16.740 19.977 18.943 17.672 16.816 16.074 15.158 14.508 14.368  0.472 
 1   9.85 -0.25  0.24000 -2.029 3.564  5.050  9.70  0.038 0.00 19.543 23.638 22.345 20.891 19.906 18.900 17.848 17.268 17.054  0.240 
 1   9.85 -0.23  0.52939 -1.235 3.618  4.813  8.70  0.037 0.00 16.557 19.654 18.634 17.400 16.584 15.900 15.014 14.342 14.218  0.529 
 1   9.85 -0.23  0.15023 -2.549 3.509  5.145  8.90  0.038 0.99 19.309 24.812 23.094 21.395 20.208 18.790 17.489 16.926 16.665  0.150 
 1   9.85 -0.23  0.93047 -0.023 3.765  4.437 14.20  0.038 0.96 18.407 19.287 19.187 18.522 18.132 17.791 17.351 16.998 16.961  0.930 
 1   9.85 -0.21  0.45394 -1.442 3.599  4.879  9.50  0.038 0.95 17.191 20.561 19.499 18.204 17.320 16.524 15.580 14.943 14.792  0.454 
 1   9.85 -0.21  0.66369 -0.853 3.657  4.687 10.50  0.038 0.00 17.403 19.893 19.037 17.956 17.280 16.741 15.970 15.334 15.249  0.664 
 1   9.85 -0.19  0.35057 -1.721 3.580  4.972  8.00  0.036 0.00 17.074 20.771 19.628 18.270 17.330 16.408 15.405 14.810 14.628  0.351 
 1   9.85 -0.19  0.41473 -1.542 3.591  4.906  9.50  0.038 0.00 18.125 21.632 20.538 19.220 18.312 17.459 16.488 15.868 15.706  0.415 
 1   9.85 -0.19  0.46042 -1.429 3.599  4.874 10.20  0.038 0.00 18.543 21.873 20.819 19.533 18.657 17.877 16.940 16.294 16.149  0.460 
 1   9.85 -0.17  1.03556  0.247 3.778  4.265 10.20  0.038 0.84 14.032 14.834 14.758 14.130 13.758 13.431 13.012 12.678 12.643  1.036 
 1   9.85 -0.15  0.56901 -1.145 3.623  4.776 10.40  0.038 0.83 17.553 20.702 19.663 18.423 17.599 16.897 15.998 15.323 15.199  0.569 
 1   9.85 -0.11  0.22041 -2.128 3.551  5.061 10.00  0.038 0.81 19.595 24.146 22.744 21.222 20.179 18.996 17.847 17.277 17.036  0.220 
 1   9.85 -0.11  0.53241 -1.255 3.611  4.811 11.30  0.038 0.80 18.743 22.067 20.999 19.728 18.866 18.085 17.146 16.491 16.352  0.532 
 1   9.85 -0.09  0.22930 -2.098 3.552  5.051  7.70  0.036 0.00 17.714 22.074 20.722 19.236 18.221 17.096 15.988 15.411 15.178  0.229 
 1   9.85 -0.09  0.73955 -0.665 3.677  4.627  9.40  0.038 0.00 15.832 18.011 17.261 16.249 15.641 15.154 14.454 13.878 13.807  0.740 
 1   9.85 -0.07  0.26760 -1.969 3.559  5.017  9.50  0.038 0.92 18.524 22.757 21.456 20.002 19.000 17.898 16.803 16.223 16.000  0.268 
 1   9.85 -0.07  0.18007 -2.355 3.527  5.104  9.60  0.038 0.98 19.542 24.456 22.979 21.406 20.299 18.980 17.749 17.193 16.942  0.180 
 1   9.85 -0.05  0.39382 -1.620 3.579  4.916 10.60  0.038 0.81 18.897 22.728 21.567 20.210 19.251 18.243 17.199 16.607 16.418  0.394 
 1   9.85 -0.01  0.41097 -1.582 3.580  4.901 10.10  0.038 0.00 18.826 22.557 21.432 20.106 19.159 18.168 17.135 16.534 16.357  0.411 
 1   9.85  0.03  0.34854 -1.741 3.568  4.940 11.00  0.038 0.84 19.540 23.593 22.376 20.983 19.996 18.904 17.819 17.234 17.027  0.349 
 1   9.85  0.07  0.42635 -1.555 3.580  4.889  8.70  0.037 0.00 17.358 21.100 19.986 18.675 17.724 16.707 15.658 15.052 14.878  0.426 
 1   9.85  0.19  0.45520 -1.498 3.581  4.866 10.60  0.038 0.00 19.116 22.852 21.756 20.473 19.519 18.477 17.410 16.792 16.624  0.455 
 1   9.87 -0.61  0.34188 -1.623 3.610  4.983  9.80  0.038 0.00 18.627 21.682 20.725 19.468 18.635 17.950 17.075 16.457 16.306  0.342 
 1   9.87 -0.59  0.36703 -1.569 3.612  4.965  9.60  0.038 0.00 18.292 21.334 20.378 19.126 18.298 17.616 16.743 16.120 15.972  0.367 
 1   9.87 -0.59  0.35954 -1.587 3.611  4.970  9.90  0.038 0.79 18.106 21.216 20.245 18.973 18.128 17.427 16.542 15.928 15.773  0.360 
 1   9.87 -0.57  0.81121 -0.232 3.753  4.539 12.50  0.038 0.00 17.849 18.698 18.656 17.993 17.597 17.239 16.778 16.406 16.364  0.811 
 1   9.87 -0.55  0.88976  0.018 3.781  4.438 11.40  0.038 0.00 16.126 16.714 16.785 16.233 15.889 15.573 15.182 14.866 14.835  0.890 
 1   9.87 -0.53  0.33159 -1.680 3.602  4.992  9.70  0.038 0.78 18.150 21.436 20.409 19.093 18.215 17.470 16.556 15.954 15.786  0.332 
 1   9.87 -0.45  0.17288 -2.348 3.541  5.135  7.70  0.036 0.00 18.340 23.103 21.518 19.892 18.840 17.736 16.619 16.038 15.794  0.173 
 1   9.87 -0.45  0.50248 -1.259 3.624  4.841 11.80  0.038 0.85 19.187 22.190 21.222 19.994 19.186 18.523 17.653 17.002 16.869  0.502 
 1   9.87 -0.41  0.54019 -1.159 3.631  4.800 11.70  0.038 0.76 18.970 21.910 20.956 19.750 18.959 18.307 17.446 16.792 16.666  0.540 
 1   9.87 -0.39  0.39859 -1.546 3.599  4.927  8.10  0.037 0.00 16.736 20.010 18.983 17.685 16.812 16.060 15.141 14.518 14.363  0.399 
 1   9.87 -0.35  0.26741 -1.920 3.575  5.033  7.20  0.034 0.00 16.770 20.560 19.366 17.960 17.006 16.102 15.101 14.521 14.325  0.267 
 1   9.87 -0.35  0.52014 -1.232 3.622  4.821 11.30  0.038 0.00 19.150 22.146 21.162 19.944 19.146 18.492 17.625 16.956 16.834  0.520 
 1   9.87 -0.33  0.31942 -1.776 3.583  4.998 10.10  0.038 0.00 19.310 22.931 21.795 20.429 19.501 18.640 17.664 17.071 16.888  0.319 
 1   9.87 -0.33  0.81895 -0.301 3.739  4.553 12.20  0.038 0.00 17.722 18.840 18.635 17.887 17.455 17.078 16.577 16.173 16.126  0.819 
 1   9.87 -0.31  0.52984 -1.213 3.622  4.811  7.70  0.036 0.94 14.860 17.909 16.910 15.681 14.872 14.200 13.323 12.656 12.531  0.530 
 1   9.87 -0.31  1.09256  1.306 3.679  2.834  9.30  0.038 0.00 10.804 12.870 12.200 11.175 10.617 10.135  9.438  8.872  8.804  1.093 
 1   9.87 -0.31  0.49285 -1.318 3.613  4.847  9.80  0.038 0.87 17.306 20.492 19.473 18.208 17.362 16.639 15.734 15.086 14.947  0.493 
 1   9.87 -0.27  0.51179 -1.274 3.615  4.829 10.00  0.038 0.00 17.956 21.064 20.049 18.809 17.987 17.296 16.407 15.742 15.614  0.512 
 1   9.87 -0.27  0.40609 -1.548 3.593  4.914 10.80  0.038 0.00 19.440 22.872 21.796 20.481 19.585 18.771 17.819 17.199 17.038  0.406 
 1   9.87 -0.25  0.25294 -1.981 3.567  5.036  9.60  0.038 0.00 19.323 23.341 22.077 20.640 19.663 18.675 17.633 17.051 16.843  0.253 
 1   9.87 -0.25  0.68543 -0.771 3.668  4.664 10.90  0.038 0.00 17.596 19.870 19.103 18.070 17.438 16.928 16.197 15.593 15.515  0.685 
 1   9.87 -0.25  1.14959 -0.372 3.726  4.566 11.00  0.038 0.70 16.669 17.978 17.685 16.886 16.426 16.032 15.494 15.060 15.009  0.809 
 1   9.87 -0.21  0.16254 -2.462 3.519  5.132  7.70  0.036 0.84 18.101 23.487 21.819 20.144 18.973 17.576 16.284 15.722 15.463  0.163 
 1   9.87 -0.21  0.56730 -1.134 3.626  4.776 11.80  0.038 0.00 19.404 22.400 21.392 20.183 19.396 18.752 17.887 17.203 17.090  0.567 
 1   9.87 -0.19  0.11429 -2.873 3.477  5.224  6.00  0.028 0.87 17.409 24.237 22.087 20.218 18.792 17.028 15.479 14.925 14.655  0.114 
 1   9.87 -0.19  0.65476 -0.884 3.653  4.695 11.00  0.038 0.00 17.980 20.555 19.664 18.563 17.871 17.320 16.534 15.885 15.798  0.655 
 1   9.87 -0.19  0.80995 -0.398 3.719  4.568 11.20  0.038 0.00 16.966 18.415 18.025 17.183 16.702 16.295 15.736 15.284 15.231  0.810 
 1   9.87 -0.17  0.18668 -2.292 3.538  5.101  8.90  0.038 0.70 19.057 23.984 22.471 20.882 19.781 18.500 17.273 16.708 16.456  0.187 
