#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.67 -0.31  0.81601 -0.377 3.729  4.589 10.40  0.038 0.00 16.113 17.374 17.093 16.302 15.848 15.455 14.926 14.498 14.448  0.816 
 1   9.67 -0.31  0.85016 -0.282 3.741  4.560 11.20  0.038 0.00 16.674 17.765 17.571 16.832 16.404 16.032 15.538 15.141 15.096  0.850 
 1   9.67 -0.29  0.89698 -0.164 3.755  4.520  9.30  0.037 1.00 13.737 14.664 14.549 13.864 13.464 13.112 12.657 12.291 12.251  0.897 
 1   9.67 -0.29  0.67388 -0.817 3.664  4.686 11.30  0.038 0.00 18.111 20.439 19.656 18.611 17.966 17.446 16.702 16.087 16.005  0.674 
 1   9.67 -0.27  0.62925 -0.954 3.647  4.726 10.10  0.038 0.00 17.256 19.888 18.990 17.874 17.165 16.599 15.797 15.140 15.046  0.629 
 1   9.67 -0.25  0.87918 -0.230 3.745  4.538 11.40  0.038 0.78 16.482 17.715 17.469 16.694 16.233 15.836 15.292 14.842 14.787  0.879 
 1   9.67 -0.25  1.14577  0.472 3.799  4.166 11.80  0.038 0.00 15.391 15.922 15.955 15.454 15.141 14.859 14.518 14.249 14.223  1.146 
 1   9.67 -0.23  0.58877 -1.083 3.632  4.764  9.90  0.037 0.00 17.378 20.277 19.297 18.113 17.346 16.724 15.876 15.199 15.092  0.589 
 1   9.67 -0.23  1.42944  0.087 3.780  4.419 11.80  0.038 0.70 16.353 17.032 17.022 16.438 16.087 15.775 15.387 15.077 15.047  1.007 
 1   9.67 -0.23  0.94313 -0.071 3.763  4.481 11.90  0.038 0.00 16.847 17.700 17.613 16.958 16.574 16.236 15.803 15.457 15.421  0.943 
 1   9.67 -0.19  0.82499 -0.405 3.720  4.584  7.90  0.031 0.00 13.681 15.116 14.730 13.891 13.412 13.007 12.451 12.001 11.949  0.825 
 1   9.67 -0.19  0.49663 -1.342 3.607  4.848  8.20  0.033 0.00 16.324 19.556 18.514 17.250 16.399 15.659 14.743 14.085 13.950  0.497 
 1   9.67 -0.19  0.93195 -0.115 3.756  4.492 12.10  0.038 0.00 17.157 18.101 17.966 17.278 16.879 16.531 16.080 15.720 15.681  0.932 
 1   9.67 -0.07  0.82043 -0.465 3.706  4.587 10.00  0.037 0.00 15.931 17.635 17.104 16.199 15.678 15.250 14.649 14.160 14.103  0.820 
 1   9.67 -0.07  0.83725 -0.418 3.713  4.576 10.70  0.038 0.00 16.514 18.112 17.634 16.755 16.252 15.836 15.256 14.787 14.732  0.837 
 1   9.67 -0.01  1.20760  0.604 3.780  3.983  9.90  0.037 0.00 13.161 13.904 13.819 13.224 12.875 12.569 12.186 11.887 11.854  1.208 
 1   9.69 -0.45  0.55493 -1.117 3.637  4.792  9.30  0.037 0.00 16.862 19.593 18.694 17.544 16.802 16.204 15.380 14.721 14.612  0.555 
 1   9.69 -0.43  0.75787 -0.504 3.714  4.622 11.00  0.038 0.72 16.805 18.405 18.000 17.121 16.596 16.143 15.513 14.996 14.924  0.758 
 1   9.69 -0.41  0.82121 -0.317 3.740  4.577  9.70  0.037 0.00 15.263 16.330 16.160 15.427 15.000 14.625 14.128 13.727 13.681  0.821 
 1   9.69 -0.39  0.10128 -3.022 3.467  5.278  3.90  0.009 0.88 15.770 23.435 20.883 18.891 17.344 15.463 13.795 13.236 12.970  0.101 
 1   9.69 -0.35  0.57109 -1.098 3.634  4.777  9.90  0.037 0.00 17.416 20.224 19.288 18.122 17.369 16.760 15.926 15.259 15.150  0.571 
 1   9.69 -0.33  0.25785 -1.959 3.572  5.044  8.00  0.032 0.00 17.667 21.537 20.315 18.895 17.933 17.004 15.990 15.411 15.210  0.258 
 1   9.69 -0.31  0.98712  0.110 3.786  4.411 10.90  0.038 0.00 15.395 16.007 16.034 15.481 15.141 14.837 14.462 14.163 14.134  0.987 
 1   9.69 -0.29  0.73299 -0.634 3.689  4.641 10.70  0.038 0.00 17.056 18.948 18.353 17.405 16.845 16.381 15.723 15.183 15.116  0.733 
 1   9.69 -0.29  0.78393 -0.479 3.713  4.608 11.00  0.038 0.00 16.967 18.479 18.069 17.211 16.716 16.297 15.717 15.245 15.188  0.784 
 1   9.69 -0.27  0.22094 -2.104 3.561  5.075  7.50  0.029 0.00 17.529 21.709 20.376 18.898 17.906 16.887 15.828 15.250 15.030  0.221 
 1   9.69 -0.25  1.16574  0.523 3.787  4.078 10.60  0.038 0.00 14.063 14.682 14.680 14.137 13.804 13.505 13.136 12.845 12.815  1.166 
 1   9.69 -0.25  1.22605  0.892 3.697  3.369 11.80  0.038 0.00 14.341 16.104 15.575 14.633 14.114 13.666 13.032 12.519 12.458  1.226 
 1   9.69 -0.23  0.45705 -1.436 3.600  4.881  9.40  0.037 0.81 17.251 20.649 19.582 18.278 17.389 16.583 15.634 15.006 14.850  0.457 
 1   9.69 -0.23  0.67724 -0.825 3.661  4.684 10.00  0.037 0.00 16.832 19.241 18.419 17.356 16.696 16.167 15.411 14.787 14.704  0.677 
 1   9.69 -0.21  0.84758 -0.327 3.732  4.565 11.50  0.038 0.00 17.087 18.349 18.056 17.266 16.815 16.428 15.907 15.487 15.438  0.848 
 1   9.69 -0.19  0.86370 -0.291 3.735  4.552  9.50  0.037 0.90 14.518 15.903 15.554 14.731 14.256 13.854 13.301 12.850 12.798  0.864 
 1   9.69 -0.19  0.81462 -0.430 3.716  4.588 11.60  0.038 0.00 17.446 18.951 18.533 17.677 17.187 16.774 16.204 15.742 15.687  0.815 
 1   9.69 -0.17  1.29316  0.089 3.777  4.407  9.10  0.036 0.78 13.637 14.356 14.325 13.727 13.370 13.056 12.662 12.348 12.317  1.012 
 1   9.69 -0.17  0.61824 -1.013 3.637  4.737 10.00  0.037 0.00 17.303 20.139 19.167 18.002 17.253 16.649 15.815 15.140 15.040  0.618 
 1   9.69 -0.17  0.74330 -0.648 3.683  4.636 10.10  0.038 0.00 16.491 18.538 17.858 16.875 16.289 15.814 15.134 14.576 14.507  0.743 
 1   9.69 -0.15  0.84615 -0.356 3.725  4.567  9.20  0.036 0.00 14.860 16.236 15.878 15.054 14.586 14.190 13.650 13.214 13.164  0.846 
 1   9.69 -0.15  0.91766 -0.160 3.749  4.503 10.00  0.037 0.00 15.171 16.211 16.024 15.302 14.887 14.530 14.060 13.685 13.643  0.918 
 1   9.69 -0.15  0.53242 -1.253 3.613  4.816 10.40  0.038 0.82 17.821 21.102 20.046 18.778 17.923 17.162 16.233 15.578 15.440  0.532 
 1   9.69 -0.15  0.61070 -1.041 3.634  4.745 11.10  0.038 0.92 17.879 20.861 19.852 18.651 17.869 17.226 16.363 15.682 15.572  0.611 
 1   9.69 -0.13  0.43898 -1.498 3.592  4.891  9.70  0.037 0.82 17.698 21.284 20.174 18.849 17.929 17.034 16.043 15.429 15.261  0.439 
 1   9.69 -0.05  0.88727 -0.282 3.731  4.538  8.70  0.035 0.00 14.176 15.503 15.157 14.349 13.892 13.508 12.986 12.567 12.520  0.887 
 1   9.69  0.11  0.42603 -1.565 3.578  4.892  8.00  0.032 0.00 16.684 20.452 19.340 18.035 17.076 16.033 14.972 14.370 14.193  0.426 
 1   9.69  0.13  0.60170 -1.126 3.616  4.755 10.30  0.038 0.00 17.885 21.123 20.033 18.799 17.972 17.238 16.320 15.623 15.510  0.602 
 1   9.69  0.21  1.31873  2.351 5.023  6.883 11.90  0.038 0.94 10.775 15.236 15.692 15.173 14.814 14.501 14.069 13.718 13.679  0.572 
 1   9.69  0.25  0.76153 -0.704 3.662  4.619 11.70  0.038 0.93 17.638 20.356 19.356 18.225 17.523 16.965 16.182 15.547 15.464  0.762 
 1   9.71 -0.49  0.56895 -1.065 3.643  4.777 10.30  0.038 0.00 17.732 20.342 19.485 18.367 17.652 17.075 16.270 15.616 15.514  0.569 
 1   9.71 -0.39  1.19989  0.662 3.722  3.670 11.50  0.038 0.96 14.614 15.919 15.630 14.822 14.363 13.958 13.404 12.957 12.906  1.148 
 1   9.71 -0.39  0.98983  0.189 3.792  4.358 12.10  0.038 0.00 16.397 16.942 17.002 16.482 16.156 15.860 15.499 15.211 15.184  0.990 
 1   9.71 -0.37  0.86796 -0.184 3.756  4.530 10.30  0.038 0.96 14.893 15.841 15.727 15.033 14.627 14.268 13.800 13.423 13.381  0.868 
 1   9.71 -0.35  0.85026 -0.249 3.747  4.550  8.90  0.036 0.95 13.674 14.753 14.570 13.833 13.406 13.032 12.536 12.136 12.090  0.850 
 1   9.71 -0.35  0.48179 -1.346 3.612  4.862  9.00  0.036 0.00 17.135 20.249 19.246 17.996 17.166 16.469 15.580 14.928 14.793  0.482 
 1   9.71 -0.35  0.98969  0.181 3.793  4.372  9.70  0.037 0.00 14.017 14.558 14.614 14.097 13.773 13.481 13.125 12.841 12.814  0.990 
 1   9.71 -0.31  1.09709  0.425 3.801  4.202 10.00  0.037 0.00 13.708 14.210 14.263 13.775 13.466 13.187 12.849 12.583 12.558  1.097 
 1   9.71 -0.27  0.91950 -0.101 3.761  4.492 11.20  0.038 0.00 16.222 17.084 16.998 16.338 15.951 15.609 15.171 14.820 14.782  0.920 
 1   9.71 -0.25  0.48160 -1.367 3.607  4.861  9.70  0.037 0.00 17.888 21.104 20.073 18.806 17.956 17.223 16.312 15.659 15.521  0.482 
 1   9.71 -0.23  0.23401 -2.060 3.561  5.059  7.50  0.029 0.00 17.420 21.572 20.258 18.794 17.804 16.778 15.717 15.138 14.920  0.234 
 1   9.71 -0.19  1.44418  0.453 3.787  4.139 12.50  0.038 0.80 16.138 16.775 16.761 16.209 15.873 15.575 15.205 14.914 14.884  1.148 
 1   9.71 -0.15  0.51802 -1.292 3.610  4.828  8.90  0.036 0.87 16.343 19.638 18.581 17.309 16.448 15.681 14.750 14.095 13.956  0.518 
 1   9.71 -0.09  1.21050  0.642 3.762  3.873 10.70  0.038 0.79 13.666 14.585 14.435 13.767 13.381 13.044 12.608 12.264 12.227  1.210 
 1   9.71 -0.09  0.77498 -0.580 3.690  4.614 11.40  0.038 0.00 17.620 19.580 18.930 17.966 17.399 16.938 16.284 15.747 15.682  0.775 
 1   9.71 -0.09  1.36458  0.439 3.779  4.129 11.80  0.038 0.85 15.472 16.199 16.139 15.545 15.193 14.884 14.497 14.192 14.160  1.166 
 1   9.71 -0.03  1.22060  0.577 3.728  3.805  9.30  0.037 0.85 12.260 13.424 13.164 12.406 11.977 11.608 11.111 10.715 10.670  1.221 
 1   9.71  0.07  1.16747  0.494 3.778  4.068  9.40  0.037 0.89 12.547 13.372 13.247 12.615 12.250 11.936 11.540 11.231 11.197  1.167 
 1   9.71  0.15  1.15055  0.398 3.772  4.136 11.40  0.038 0.75 15.019 15.990 15.794 15.113 14.719 14.388 13.956 13.615 13.576  1.151 
 1   9.71  0.19  1.20976  0.559 3.760  3.946  8.30  0.033 0.00 11.672 12.715 12.468 11.757 11.358 11.024 10.591 10.257 10.219  1.210 
 1   9.71  0.25  1.20536  0.546 3.762  3.965  9.50  0.037 0.00 12.904 13.956 13.697 12.986 12.587 12.256 11.829 11.501 11.463  1.205 
 1   9.73 -0.49  1.03158  0.333 3.809  4.299 10.00  0.037 0.00 13.937 14.363 14.465 14.016 13.722 13.451 13.129 12.873 12.850  1.032 
 1   9.73 -0.45  0.98051  0.170 3.794  4.383 12.50  0.038 0.00 16.846 17.356 17.438 16.934 16.613 16.320 15.964 15.679 15.653  0.981 
 1   9.73 -0.43  1.16118  1.715 3.672  2.420 10.40  0.038 0.00 10.882 13.061 12.347 11.289 10.718 10.220  9.495  8.902  8.832  1.161 
 1   9.73 -0.41  0.45608 -1.401 3.611  4.887  9.80  0.037 0.81 17.564 20.751 19.742 18.466 17.614 16.892 15.990 15.359 15.211  0.456 
 1   9.73 -0.37  0.62616 -0.931 3.653  4.725 10.60  0.038 0.90 17.147 19.753 18.884 17.771 17.061 16.489 15.687 15.034 14.936  0.626 
 1   9.73 -0.37  1.10581  0.511 3.791  4.082 10.80  0.038 0.00 14.292 14.852 14.888 14.372 14.048 13.754 13.392 13.105 13.077  1.106 
 1   9.73 -0.33  0.60671 -1.002 3.643  4.743 10.60  0.038 0.00 17.875 20.546 19.646 18.518 17.797 17.219 16.408 15.748 15.649  0.607 
 1   9.73 -0.29  0.54498 -1.183 3.624  4.801 10.10  0.038 0.00 17.828 20.818 19.824 18.612 17.820 17.173 16.308 15.631 15.513  0.545 
 1   9.73 -0.29  1.09262  0.408 3.797  4.204 10.70  0.038 0.00 14.449 14.979 15.021 14.518 14.202 13.918 13.573 13.301 13.274  1.093 
 1   9.73 -0.29  1.17279  0.628 3.733  3.757 10.90  0.038 0.00 14.100 15.297 15.045 14.273 13.834 13.449 12.929 12.513 12.466  1.173 
 1   9.73 -0.27  0.69669 -0.750 3.672  4.663 10.80  0.038 0.00 17.444 19.651 18.913 17.895 17.275 16.773 16.054 15.460 15.383  0.697 
 1   9.73 -0.25  1.07060  0.326 3.797  4.276 10.30  0.038 0.00 14.255 14.793 14.831 14.321 14.004 13.720 13.375 13.102 13.076  1.071 
 1   9.73 -0.21  0.79848 -0.461 3.712  4.595 11.20  0.038 0.00 17.123 18.680 18.239 17.370 16.870 16.450 15.867 15.394 15.338  0.798 
 1   9.73 -0.19  0.62509 -0.987 3.641  4.730  8.30  0.033 0.80 15.129 18.015 17.044 15.867 15.102 14.469 13.618 12.952 12.843  0.625 
 1   9.73 -0.13  1.02036  0.124 3.777  4.377 10.60  0.038 0.00 15.061 15.792 15.745 15.141 14.784 14.470 14.076 13.763 13.732  1.020 
 1   9.73 -0.11  0.78239 -0.548 3.695  4.607 11.70  0.038 0.00 17.840 19.703 19.100 18.158 17.608 17.159 16.522 16.002 15.939  0.782 
 1   9.73 -0.09  0.55438 -1.207 3.615  4.795 10.30  0.038 0.77 17.667 20.961 19.894 18.632 17.779 17.011 16.077 15.417 15.282  0.554 
 1   9.73 -0.07  0.83868 -0.400 3.715  4.568  9.30  0.037 0.00 15.071 16.632 16.172 15.301 14.805 14.393 13.821 13.358 13.305  0.839 
 1   9.73 -0.07  0.77298 -0.590 3.688  4.614 10.40  0.038 0.00 16.645 18.653 17.980 17.005 16.429 15.964 15.301 14.758 14.692  0.773 
 1   9.73  0.05  0.38617 -1.656 3.573  4.919  8.60  0.035 0.00 17.509 21.365 20.221 18.883 17.915 16.857 15.792 15.203 15.014  0.386 
 1   9.73  0.19  0.72522 -0.798 3.651  4.648 11.30  0.038 0.95 17.423 20.267 19.235 18.078 17.347 16.760 15.944 15.282 15.194  0.725 
 1   9.75 -0.73  0.81143 -0.212 3.764  4.560 11.30  0.038 0.99 15.890 16.618 16.650 16.032 15.653 15.305 14.865 14.508 14.468  0.811 
 1   9.75 -0.59  0.75655 -0.436 3.728  4.611 11.00  0.038 0.00 16.860 18.035 17.830 17.059 16.610 16.212 15.680 15.247 15.194  0.757 
 1   9.75 -0.55  1.01486  0.312 3.809  4.315 11.00  0.038 0.00 14.990 15.406 15.518 15.074 14.781 14.510 14.188 13.931 13.909  1.015 
 1   9.75 -0.51  1.07208  0.473 3.804  4.158 12.60  0.038 0.00 16.186 16.634 16.725 16.267 15.968 15.691 15.358 15.094 15.070  1.072 
 1   9.75 -0.47  0.69085 -0.691 3.687  4.664  8.10  0.032 0.00 14.597 16.441 15.886 14.950 14.393 13.924 13.262 12.716 12.646  0.691 
 1   9.75 -0.39  1.10820  0.666 3.768  3.836  9.60  0.037 0.00 12.705 13.451 13.413 12.811 12.445 12.115 11.694 11.360 11.324  1.108 
 1   9.75 -0.37  0.75191 -0.532 3.707  4.622  9.80  0.037 0.92 15.361 17.086 16.587 15.679 15.142 14.690 14.055 13.531 13.465  0.752 
 1   9.75 -0.37  0.96879  0.163 3.791  4.372 10.90  0.038 0.00 15.261 15.815 15.870 15.345 15.018 14.722 14.360 14.071 14.044  0.969 
 1   9.75 -0.37  1.11258  0.626 3.800  4.005 12.30  0.038 0.00 15.506 16.005 16.054 15.574 15.268 14.988 14.648 14.381 14.355  1.113 
 1   9.75 -0.35  0.82491 -0.313 3.739  4.568 10.60  0.038 0.00 16.151 17.262 17.063 16.317 15.885 15.508 15.007 14.603 14.557  0.825 
 1   9.75 -0.33  0.71749 -0.659 3.687  4.646  9.40  0.037 0.00 15.817 17.736 17.133 16.179 15.613 15.143 14.477 13.929 13.860  0.717 
 1   9.75 -0.31  0.72579 -0.640 3.689  4.641 10.30  0.038 0.00 16.670 18.560 17.968 17.021 16.460 15.995 15.337 14.796 14.728  0.726 
 1   9.75 -0.29  0.85371 -0.259 3.743  4.546  9.10  0.036 0.00 14.517 15.591 15.403 14.669 14.245 13.875 13.387 12.994 12.950  0.854 
 1   9.75 -0.29  0.62800 -0.947 3.649  4.724  9.80  0.037 0.00 16.938 19.538 18.652 17.544 16.841 16.281 15.484 14.829 14.736  0.628 
 1   9.75 -0.29  0.87171 -0.208 3.749  4.528 10.90  0.038 0.00 16.189 17.180 17.035 16.327 15.916 15.556 15.085 14.708 14.665  0.872 
 1   9.75 -0.21  0.71656 -0.707 3.676  4.649 11.10  0.038 0.00 17.638 19.797 19.070 18.063 17.455 16.963 16.258 15.676 15.603  0.717 
 1   9.75 -0.21  0.72610 -0.677 3.680  4.643 11.30  0.038 0.00 17.763 19.847 19.154 18.164 17.570 17.088 16.398 15.830 15.758  0.726 
 1   9.75 -0.17  0.39490 -1.600 3.586  4.924  8.10  0.032 0.72 16.436 20.143 18.996 17.640 16.702 15.774 14.766 14.167 13.984  0.395 
 1   9.75 -0.17  1.05783  0.237 3.787  4.320  9.90  0.037 0.00 14.077 14.711 14.705 14.148 13.811 13.513 13.145 12.853 12.824  1.058 
 1   9.75 -0.15  0.71254 -0.741 3.669  4.653 10.20  0.038 0.74 16.535 18.993 18.166 17.093 16.420 15.867 15.094 14.473 14.382  0.713 
 1   9.75 -0.13  0.72542 -0.709 3.673  4.645 10.80  0.038 0.00 17.342 19.586 18.814 17.788 17.166 16.668 15.952 15.361 15.287  0.725 
 1   9.75 -0.13  1.11525  0.363 3.784  4.205 11.80  0.038 0.99 14.927 15.593 15.565 14.997 14.656 14.355 13.982 13.687 13.657  1.115 
 1   9.75 -0.11  0.71429 -0.750 3.666  4.653 11.10  0.038 0.00 17.746 20.116 19.293 18.239 17.591 17.076 16.336 15.725 15.647  0.714 
 1   9.75 -0.05  0.89933 -0.230 3.737  4.514 10.70  0.038 0.00 16.045 17.294 16.989 16.205 15.760 15.385 14.879 14.474 14.429  0.899 
 1   9.75 -0.01  0.68346 -0.875 3.647  4.681  8.50  0.034 0.00 15.457 18.202 17.228 16.089 15.369 14.798 13.989 13.323 13.234  0.683 
 1   9.75  0.01  0.94124 -0.132 3.745  4.472  9.70  0.037 0.00 14.801 15.948 15.687 14.934 14.508 14.148 13.669 13.288 13.246  0.941 
 1   9.77 -0.71  1.01859  0.543 3.815  4.110 12.70  0.038 0.00 16.113 16.499 16.610 16.199 15.921 15.659 15.348 15.102 15.081  1.019 
 1   9.77 -0.63  0.92927  0.135 3.796  4.399  9.40  0.037 0.80 13.591 14.173 14.247 13.712 13.368 13.051 12.652 12.324 12.291  0.929 
 1   9.77 -0.41  0.49190 -1.303 3.619  4.853  8.40  0.034 0.95 15.758 18.800 17.819 16.582 15.766 15.091 14.215 13.563 13.430  0.492 
 1   9.77 -0.41  0.58259 -1.045 3.642  4.762  8.50  0.034 0.89 15.343 18.104 17.192 16.035 15.288 14.684 13.854 13.193 13.083  0.583 
 1   9.77 -0.39  0.76965 -0.463 3.719  4.607  9.30  0.037 0.00 15.228 16.610 16.276 15.451 14.975 14.564 14.003 13.546 13.491  0.770 
 1   9.77 -0.39  1.02219  0.330 3.795  4.243 12.80  0.038 0.00 16.746 17.271 17.331 16.826 16.507 16.216 15.863 15.582 15.555  1.022 
 1   9.77 -0.37  0.79302 -0.395 3.728  4.592 12.20  0.038 0.00 17.958 19.204 18.938 18.149 17.696 17.302 16.771 16.340 16.289  0.793 
 1   9.77 -0.35  0.76224 -0.504 3.711  4.614 10.50  0.038 0.92 15.996 17.679 17.199 16.301 15.772 15.326 14.700 14.185 14.121  0.762 
 1   9.77 -0.33  0.54976 -1.158 3.628  4.794 10.50  0.038 0.81 17.711 20.725 19.740 18.520 17.717 17.051 16.177 15.516 15.390  0.550 
 1   9.77 -0.33  0.79671 -0.403 3.725  4.590 11.90  0.038 0.77 17.420 18.897 18.542 17.695 17.192 16.760 16.159 15.662 15.597  0.797 
 1   9.77 -0.31  0.81033 -0.371 3.729  4.580 11.40  0.038 0.00 17.097 18.353 18.075 17.285 16.831 16.440 15.911 15.484 15.434  0.810 
 1   9.77 -0.29  1.09211  0.423 3.786  4.144  9.70  0.037 0.00 13.412 14.028 14.037 13.491 13.156 12.855 12.482 12.186 12.157  1.092 
 1   9.77 -0.29  0.96750  0.065 3.778  4.416 10.50  0.038 0.00 15.107 15.784 15.783 15.198 14.845 14.530 14.137 13.822 13.791  0.967 
 1   9.77 -0.27  0.87929 -0.189 3.750  4.518 11.70  0.038 0.00 16.943 17.925 17.782 17.077 16.668 16.310 15.843 15.468 15.427  0.879 
 1   9.77 -0.27  0.87259 -0.208 3.748  4.525 12.10  0.038 0.00 17.390 18.403 18.244 17.530 17.116 16.755 16.281 15.901 15.858  0.873 
 1   9.77 -0.25  0.63049 -0.950 3.647  4.722  9.70  0.037 0.88 16.327 19.093 18.157 17.007 16.268 15.672 14.844 14.177 14.075  0.630 
 1   9.77 -0.21  0.40510 -1.565 3.590  4.915  7.80  0.031 0.74 16.032 19.643 18.520 17.176 16.251 15.364 14.376 13.772 13.596  0.405 
 1   9.77 -0.19  0.35730 -1.705 3.581  4.967  8.70  0.035 0.00 17.733 21.411 20.273 18.918 17.982 17.066 16.066 15.470 15.289  0.357 
 1   9.77 -0.19  0.90514 -0.151 3.751  4.496  9.30  0.037 0.99 13.722 14.734 14.566 13.852 13.441 13.084 12.617 12.243 12.202  0.905 
 1   9.77 -0.19  1.35021  0.071 3.774  4.404 10.00  0.037 0.73 14.592 15.330 15.290 14.681 14.319 14.000 13.598 13.278 13.246  0.986 
 1   9.77 -0.17  0.58192 -1.111 3.627  4.768  9.00  0.036 0.00 16.548 19.545 18.530 17.323 16.538 15.896 15.031 14.345 14.235  0.582 
 1   9.77 -0.13  0.95475 -0.034 3.761  4.442 11.20  0.038 0.00 16.055 16.961 16.835 16.163 15.773 15.435 14.998 14.650 14.613  0.955 
 1   9.77 -0.11  0.80413 -0.476 3.706  4.588 10.20  0.038 0.00 16.161 17.856 17.334 16.430 15.911 15.480 14.878 14.388 14.330  0.804 
 1   9.77 -0.11  1.14629  0.540 3.786  4.049 12.60  0.038 0.00 16.021 16.686 16.646 16.085 15.748 15.451 15.081 14.791 14.761  1.146 
 1   9.77 -0.09  0.83812 -0.385 3.718  4.563 10.50  0.038 1.00 15.480 16.993 16.560 15.701 15.213 14.805 14.241 13.785 13.733  0.838 
 1   9.77 -0.09  1.00037  0.088 3.771  4.378 13.10  0.038 0.86 17.289 18.230 18.085 17.404 17.008 16.665 16.217 15.857 15.818  1.000 
 1   9.77 -0.07  0.77469 -0.579 3.689  4.610 11.60  0.038 0.00 17.818 19.801 19.139 18.169 17.598 17.136 16.478 15.939 15.874  0.775 
 1   9.77 -0.05  0.66196 -0.920 3.643  4.699  9.90  0.037 0.96 16.315 19.163 18.169 17.005 16.260 15.661 14.828 14.152 14.056  0.662 
 1   9.77 -0.05  0.99884  0.081 3.768  4.373 11.30  0.038 0.00 15.867 16.724 16.609 15.958 15.581 15.254 14.836 14.505 14.470  0.999 
 1   9.77 -0.05  1.01862  0.143 3.772  4.337 12.60  0.038 0.72 16.872 17.779 17.656 16.994 16.600 16.257 15.805 15.432 15.390  1.019 
 1   9.77 -0.03  1.12307  0.458 3.778  4.090 12.10  0.038 0.00 15.725 16.476 16.396 15.794 15.440 15.131 14.742 14.438 14.405  1.123 
 1   9.77  0.03  1.00808  0.065 3.763  4.374 11.20  0.038 0.95 15.231 16.238 16.042 15.338 14.936 14.594 14.148 13.795 13.757  1.008 
 1   9.79 -0.51  1.23784  0.209 3.799  4.359 11.50  0.038 0.79 15.746 16.215 16.318 15.835 15.523 15.235 14.889 14.611 14.586  0.977 
 1   9.79 -0.45  0.66849 -0.762 3.677  4.680 11.30  0.038 0.00 17.974 20.007 19.363 18.386 17.795 17.305 16.608 16.030 15.954  0.668 
 1   9.79 -0.43  0.75311 -0.499 3.714  4.616 12.10  0.038 0.83 17.764 19.396 18.967 18.081 17.552 17.101 16.469 15.946 15.877  0.753 
 1   9.79 -0.41  0.82222 -0.286 3.744  4.561 11.50  0.038 0.00 16.985 18.004 17.859 17.141 16.722 16.351 15.865 15.472 15.428  0.822 
 1   9.79 -0.37  0.94404  0.101 3.784  4.396 10.50  0.038 0.00 15.018 15.623 15.660 15.109 14.769 14.462 14.083 13.780 13.751  0.944 
 1   9.79 -0.37  0.99873  0.278 3.797  4.294 10.70  0.038 0.00 14.774 15.285 15.350 14.851 14.536 14.249 13.902 13.626 13.600  0.999 
 1   9.79 -0.35  0.96553  0.153 3.788  4.367 12.90  0.038 0.99 16.585 17.182 17.218 16.672 16.335 16.032 15.658 15.359 15.330  0.966 
 1   9.79 -0.33  1.08319  0.529 3.800  4.088 10.40  0.038 0.00 13.847 14.357 14.403 13.915 13.605 13.324 12.984 12.715 12.689  1.083 
 1   9.79 -0.33  1.01614  0.285 3.796  4.289 11.70  0.038 0.00 15.758 16.290 16.342 15.833 15.514 15.226 14.876 14.597 14.571  1.016 
 1   9.79 -0.31  0.53815 -1.194 3.624  4.806 10.20  0.038 0.00 17.956 20.942 19.952 18.740 17.948 17.301 16.436 15.761 15.642  0.538 
 1   9.79 -0.31  0.79277 -0.420 3.722  4.591 10.40  0.038 0.81 15.911 17.464 17.065 16.199 15.685 15.248 14.637 14.131 14.066  0.793 
 1   9.79 -0.31  0.70964 -0.686 3.682  4.648 11.10  0.038 0.74 17.311 19.481 18.792 17.781 17.159 16.642 15.914 15.323 15.237  0.710 
 1   9.79 -0.29  0.96290  0.064 3.777  4.413 10.00  0.037 0.00 14.610 15.290 15.288 14.701 14.347 14.031 13.636 13.320 13.289  0.963 
 1   9.79 -0.29  0.84981 -0.257 3.743  4.542 11.70  0.038 0.00 17.112 18.187 17.999 17.265 16.841 16.471 15.983 15.589 15.545  0.850 
 1   9.79 -0.27  0.17070 -2.395 3.529  5.128  6.30  0.022 0.00 17.058 21.988 20.420 18.801 17.711 16.473 15.288 14.719 14.471  0.171 
 1   9.79 -0.25  0.31815 -1.796 3.578  4.997  9.00  0.036 0.85 17.666 21.476 20.288 18.895 17.940 17.004 15.990 15.404 15.210  0.318 
 1   9.79 -0.25  1.10469  0.521 3.796  4.088 12.70  0.038 0.00 16.167 16.724 16.743 16.232 15.914 15.628 15.279 15.005 14.977  1.105 
 1   9.79 -0.23  1.03228  0.233 3.788  4.317  7.70  0.030 0.00 11.888 12.492 12.503 11.956 11.623 11.326 10.960 10.669 10.641  1.032 
 1   9.79 -0.23  1.04902  0.284 3.790  4.282 11.80  0.038 0.00 15.861 16.458 16.472 15.933 15.603 15.308 14.947 14.660 14.632  1.049 
 1   9.79 -0.21  0.54439 -1.201 3.620  4.801 10.50  0.038 0.71 17.916 21.110 20.070 18.819 17.984 17.258 16.347 15.690 15.555  0.544 
 1   9.79 -0.19  0.84351 -0.320 3.731  4.554 10.50  0.038 0.81 15.764 17.231 16.860 16.018 15.522 15.102 14.517 14.033 13.974  0.844 
 1   9.79 -0.15  0.69581 -0.788 3.662  4.663 10.70  0.038 0.73 17.157 19.719 18.853 17.757 17.063 16.492 15.698 15.065 14.971  0.696 
